,uuid,age,gender,dem_has_children,age_group,country_code,rural,dem_education_level,dem_full_time_job,normalized_job_code,question_bbi_2016wave4_basicincome_awareness,question_bbi_2016wave4_basicincome_vote,question_bbi_2016wave4_basicincome_effect,question_bbi_2016wave4_basicincome_argumentsfor,question_bbi_2016wave4_basicincome_argumentsagainst
5043,5976d6d0-d9ae-0133-8e71-0a81e8b09a82,16,Female,no,14_25,GB,urban,low,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
5044,06d9f550-dcb8-0133-7327-0a81e8b09a82,58,Female,no,40_65,GB,countryside,low,no,,I have heard just a little about it,I would probably vote against it,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
5045,32276100-d98d-0133-f1b3-0a81e8b09a82,64,Male,yes,40_65,GB,city,high,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,None of the above
5046,fc8bd610-db3c-0133-460e-0a81e8b09a82,46,Male,yes,40_65,GB,city,medium,yes,45033f83b6e0309eca9bcd76917f15d0,I know something about it,I would probably vote for it, gain additional skills,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | Foreigners might come to my country and take advantage of the benefit
5047,4693ec20-dec6-0133-2a70-0a81e8b09a82,56,Female,yes,40_65,GB,rural,medium,no,,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Only the people who need it most should get something from the state | It is impossible to finance | It might encourage people to stop working | It increases dependence on the state
5048,f3ad27a0-dcc0-0133-52ba-0a81e8b09a82,40,Male,yes,40_65,GB,urban,low,yes,76385cb24e831b3364279b9de5641d8f,I have never heard of it,I would vote for it, spend more time with my family,None of the above,None of the above
5049,72a06d20-dad5-0133-3d4f-0a81e8b09a82,47,Female,yes,40_65,GB,city,medium,no,,I know something about it,I would vote against it,A basic income would not affect my work choices,None of the above,It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state
5050,6c66c0b0-dc91-0133-55b3-0a81e8b09a82,29,Female,no,26_39,GB,urban,high,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It creates more equality of opportunity,It increases dependence on the state | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It might encourage people to stop working
5051,4cee36b0-db4e-0133-f7e3-0a81e8b09a82,17,Female,no,14_25,GB,countryside,medium,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It is impossible to finance | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working
5052,f9617510-dccf-0133-0b23-0a81e8b09a82,22,Female,no,14_25,GB,country,medium,yes,a12a16280e22220f9354333f6fe1b22a,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It creates more equality of opportunity | It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
5053,82ecc5c0-d991-0133-5fb7-0a81e8b09a82,33,Female,no,26_39,GB,non-rural,high,yes,375017ea3a1a97f5ea676def873bb25b,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It is against the principle of linking merit and reward
5054,a927a520-d8f1-0133-160c-0a81e8b09a82,33,Male,yes,26_39,GB,city,high,yes,19e384e977796c25780d8c28b12089c4,I have heard just a little about it,I would probably vote for it, gain additional skills,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5055,14de1c80-dba7-0133-4bca-0a81e8b09a82,53,Female,yes,40_65,GB,rural,medium,no,,I know something about it,I would not vote,None of the above,None of the above,None of the above
5056,6c8d7630-db9e-0133-9b98-0a81e8b09a82,23,Male,yes,14_25,GB,city,low,yes,d24ffac92c24fb0e7bd1abc5fc3b6254,I understand it fully,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It increases dependence on the state | It might encourage people to stop working | Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | Foreigners might come to my country and take advantage of the benefit
5057,89a9e400-dd57-0133-fb13-0a81e8b09a82,28,Male,no,26_39,GB,urban,high,yes,2ca138b991c50dc6696238e5ad800142,I understand it fully,I would vote for it, look for a different job,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering | It creates more equality of opportunity,It might encourage people to stop working | It is impossible to finance | It is against the principle of linking merit and reward
5058,c2b18830-db0e-0133-8503-0a81e8b09a82,65,Female,yes,40_65,GB,countryside,low,no,,I have heard just a little about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering",It might encourage people to stop working | It is impossible to finance
5059,dfb72ac0-d8fa-0133-b937-0a81e8b09a82,18,Female,yes,14_25,GB,city,medium,no,,I have heard just a little about it,I would probably vote for it,None of the above,None of the above,None of the above
5060,a634bfe0-dcb7-0133-70f6-0a81e8b09a82,28,Male,yes,26_39,GB,urban,high,yes,04c82eae29e1c4a30eac0710b74ab276,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
5061,86437a70-d943-0133-4dfd-0a81e8b09a82,62,Male,yes,40_65,GB,urban,low,no,,I know something about it,I would not vote, do more volunteering work,None of the above,None of the above
5062,f9c21640-dc94-0133-a69d-0a81e8b09a82,37,Male,yes,26_39,GB,country,medium,no,,I have heard just a little about it,I would vote for it, spend more time with my family,It creates more equality of opportunity,Only the people who need it most should get something from the state
5063,3ff82580-d8f6-0133-af44-0a81e8b09a82,63,Female,yes,40_65,GB,city,high,no,,I know something about it,I would probably vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5064,529cdcc0-dcc8-0133-ee0f-0a81e8b09a82,37,Female,yes,26_39,GB,urban,low,no,,I understand it fully,I would probably vote for it, gain additional skills,None of the above,Only the people who need it most should get something from the state
5065,6ee092e0-d9d4-0133-d06b-0a81e8b09a82,41,Female,yes,40_65,GB,non-rural,high,yes,f6fbd9dea1fa8f899683ade8e7d87d60,I understand it fully,I would vote for it, spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
5066,e234f6a0-da01-0133-f707-0a81e8b09a82,38,Female,no,26_39,GB,urban,medium,yes,e49986dae76619a3941d280ee14d38ae,I know something about it,I would probably vote for it, do more volunteering work,It creates more equality of opportunity,It increases dependence on the state
5067,72fc5860-d8c9-0133-a257-0a81e8b09a82,57,Female,yes,40_65,GB,urban,medium,no,,I know something about it,I would probably vote for it,None of the above,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5068,acdf3dd0-dc20-0133-de6d-0a81e8b09a82,30,Male,yes,26_39,GB,rural,high,yes,491d82be40d8395e347f9584124bccdd,I have heard just a little about it,I would probably vote against it, spend more time with my family,None of the above,None of the above
5069,5fac61e0-d984-0133-7f06-0a81e8b09a82,49,Female,yes,40_65,GB,urban,high,no,,I understand it fully,I would vote for it, gain additional skills,It reduces anxiety about financing basic needs,None of the above
5070,049257f0-dd98-0133-7507-0a81e8b09a82,42,Male,no,40_65,GB,city,high,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5071,019fadc0-d962-0133-cfbc-0a81e8b09a82,48,Male,yes,40_65,GB,urban,medium,no,,I understand it fully,I would vote for it, spend more time with my family,It creates more equality of opportunity,It might encourage people to stop working
5072,07c0be30-dc72-0133-8491-0a81e8b09a82,40,Female,no,40_65,GB,urban,no education,no,,I have heard just a little about it,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,It is impossible to finance
5073,f428f590-d8d2-0133-5ec4-0a81e8b09a82,17,Female,no,14_25,GB,rural,medium,no,,I know something about it,I would vote for it,A basic income would not affect my work choices,"It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It might encourage people to stop working | It is impossible to finance
5074,d31df330-dccc-0133-f9f1-0a81e8b09a82,51,Female,no,40_65,GB,urban,low,yes,3161063d378eecc4581c5cdee46a2a6c,I have heard just a little about it,I would probably vote for it, gain additional skills,It creates more equality of opportunity | It reduces bureaucracy and administrative expenses,Only the people who need it most should get something from the state
5075,259b8980-d9b0-0133-fbfb-0a81e8b09a82,43,Male,yes,40_65,GB,urban,medium,yes,77d124811ae6887bd4ff42b0e2b49116,I understand it fully,I would probably vote against it, look for a different job,None of the above,Foreigners might come to my country and take advantage of the benefit
5076,806bcde0-d97a-0133-5832-0a81e8b09a82,30,Female,no,26_39,GB,city,high,yes,1f8576bdffa64f492405d02b842c41a6,I understand it fully,I would vote for it, spend more time with my family,It creates more equality of opportunity,It increases dependence on the state
5077,9c8b2ed0-dbc0-0133-d733-0a81e8b09a82,31,Female,yes,26_39,GB,rural,medium,no,,I have heard just a little about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state
5078,f71993c0-d8d7-0133-8f3e-0a81e8b09a82,47,Male,yes,40_65,GB,non-rural,high,yes,861a9b9151e11362eb3c77ca914172d0,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,It might encourage people to stop working
5079,86d2faf0-d9f2-0133-308d-0a81e8b09a82,47,Male,yes,40_65,GB,urban,high,no,,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward | It might encourage people to stop working | It increases dependence on the state
5080,a6b2c8f0-dd6d-0133-f9c6-0a81e8b09a82,39,Male,yes,26_39,GB,city,high,yes,679fb7003e0aedc14891fcd15dd846c5,I understand it fully,I would vote for it, stop working,"It increases solidarity, because it is funded by everyone | It reduces bureaucracy and administrative expenses",Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
5081,a33bb140-dd5d-0133-dc0a-0a81e8b09a82,38,Male,yes,26_39,GB,non-rural,high,yes,7bb15eefb19ed09c59349baad7e8469e,I understand it fully,I would vote for it, stop working,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It increases dependence on the state | Only the people who need it most should get something from the state
5082,9c989960-da05-0133-0808-0a81e8b09a82,35,Female,yes,26_39,GB,rural,low,no,,I have never heard of it,I would probably vote against it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
5083,36999f90-dafb-0133-a96e-0a81e8b09a82,47,Male,no,40_65,GB,city,no education,yes,3833bd699e7afe4665b595f282da0387,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state
5084,938f8010-dbf2-0133-18c9-0a81e8b09a82,48,Female,no,40_65,GB,country,high,yes,cc2b26cc436bea36bda3bdd7367c411a,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It increases appreciation for household work and volunteering,It is impossible to finance
5085,602906b0-dcbe-0133-c928-0a81e8b09a82,21,Female,yes,14_25,GB,urban,low,no,,I know something about it,I would probably vote for it, work less,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
5086,dcaf13a0-dcc9-0133-26ac-0a81e8b09a82,34,Male,yes,26_39,GB,non-rural,high,yes,77d124811ae6887bd4ff42b0e2b49116,I know something about it,I would probably vote against it,None of the above,It encourages financial independence and self-responsibility,It is impossible to finance
5087,185ae440-dd70-0133-030c-0a81e8b09a82,30,Male,yes,26_39,GB,country,medium,yes,90c5430dbc810aec8695af2f1f4c42e8,I have heard just a little about it,I would probably vote against it, do more volunteering work,It creates more equality of opportunity,Only the people who need it most should get something from the state
5088,6d78e1a0-df39-0133-993c-0a81e8b09a82,49,Female,no,40_65,GB,rural,low,no,,I have heard just a little about it,I would not vote, look for a different job,None of the above,None of the above
5089,a6e657d0-da0f-0133-fe00-0a81e8b09a82,62,Male,yes,40_65,GB,city,medium,yes,ec3d88b2fd083b870b8c5a603898ed39,I have heard just a little about it,I would not vote, work as a freelancer,None of the above,It might encourage people to stop working | It is impossible to finance
5090,0b8d6b30-dccd-0133-fb60-0a81e8b09a82,31,Female,no,26_39,GB,urban,high,yes,3161063d378eecc4581c5cdee46a2a6c,I understand it fully,I would vote for it,A basic income would not affect my work choices,"It encourages financial independence and self-responsibility | It increases solidarity, because it is funded by everyone | It reduces anxiety about financing basic needs",Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working
5091,dcd8f300-dc1c-0133-d5a8-0a81e8b09a82,42,Female,yes,40_65,GB,non-rural,medium,yes,775190277a849cba701b306a7b374c0a,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit
5092,0ba9f3a0-dbf2-0133-ec66-0a81e8b09a82,34,Male,yes,26_39,GB,country,medium,no,,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,It might encourage people to stop working | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward | It increases dependence on the state
5093,f194ea80-dbc7-0133-9f6f-0a81e8b09a82,48,Female,no,40_65,GB,urban,low,no,,I understand it fully,I would vote for it, gain additional skills,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit
5094,b0a3f6d0-db4b-0133-8b20-0a81e8b09a82,25,Female,no,14_25,GB,city,medium,no,,I know something about it,I would not vote, spend more time with my family,It increases appreciation for household work and volunteering,It is impossible to finance
5095,bd648790-da84-0133-dcb5-0a81e8b09a82,29,Male,yes,26_39,GB,non-rural,medium,yes,90c5430dbc810aec8695af2f1f4c42e8,I know something about it,I would not vote, work as a freelancer,"It increases solidarity, because it is funded by everyone | It encourages financial independence and self-responsibility",Only the people who need it most should get something from the state
5096,f4a4f8e0-da99-0133-189a-0a81e8b09a82,25,Male,no,14_25,GB,urban,high,yes,970eb38c7b3eb080466052ea994af189,I know something about it,I would probably vote against it, gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | It is against the principle of linking merit and reward | It increases dependence on the state
5097,5125a380-dc8d-0133-0a19-0a81e8b09a82,17,Male,no,14_25,GB,city,medium,no,,I have heard just a little about it,I would probably vote for it,None of the above,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
5098,33e5d970-da11-0133-01b5-0a81e8b09a82,14,Male,no,14_25,GB,urban,no education,no,,I know something about it,I would not vote,None of the above,None of the above,None of the above
5099,02853440-da5e-0133-65ae-0a81e8b09a82,23,Female,yes,14_25,GB,countryside,high,yes,d06dfb43c95b585a89ae556c9221b573,I know something about it,I would probably vote for it, stop working,It reduces bureaucracy and administrative expenses,It is against the principle of linking merit and reward
5100,9cff2570-d954-0133-87e3-0a81e8b09a82,48,Male,no,40_65,GB,non-rural,low,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
5101,a7466f60-d98a-0133-a23b-0a81e8b09a82,50,Female,no,40_65,GB,urban,high,no,,I have never heard of it,I would probably vote for it, look for a different job,It reduces anxiety about financing basic needs,None of the above
5102,f4dcbf20-dd55-0133-ed6d-0a81e8b09a82,43,Male,no,40_65,GB,non-rural,medium,yes,8fd068c8d9be73abfa678856177b6c40,I understand it fully,I would probably vote for it, gain additional skills,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility,It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
5103,a0a41a30-dbb7-0133-5096-0a81e8b09a82,44,Female,yes,40_65,GB,urban,medium,yes,8fd068c8d9be73abfa678856177b6c40,I have heard just a little about it,I would probably vote for it, spend more time with my family,It encourages financial independence and self-responsibility,Only the people who need it most should get something from the state
5104,694c15d0-d9a7-0133-5a81-0a81e8b09a82,48,Male,yes,40_65,GB,urban,high,no,,I know something about it,I would probably vote against it, do more volunteering work,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working | It increases dependence on the state
5105,832771c0-db48-0133-4365-0a81e8b09a82,20,Male,no,14_25,GB,urban,low,no,,I have never heard of it,I would not vote,None of the above,None of the above,Only the people who need it most should get something from the state
5106,ccc38120-daa6-0133-a1e0-0a81e8b09a82,27,Female,no,26_39,GB,city,high,yes,897ef18a9321616495831a4b4b0c1bb2,I understand it fully,I would probably vote for it, work less,It reduces anxiety about financing basic needs | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit
5107,54baece0-dba8-0133-505d-0a81e8b09a82,36,Female,no,26_39,GB,city,no education,yes,e605336f5a43949cb6b18054fd1937f1,I have never heard of it,I would probably vote for it, do more volunteering work,It encourages financial independence and self-responsibility,It is against the principle of linking merit and reward
5108,8a9de270-dcd0-0133-939d-0a81e8b09a82,43,Female,yes,40_65,GB,country,medium,no,,I know something about it,I would not vote,None of the above,None of the above,None of the above
5109,babeca20-db4b-0133-8b53-0a81e8b09a82,42,Female,yes,40_65,GB,city,high,yes,e7b3e1c6a32c7247cd4857e4c3574165,I have never heard of it,I would not vote, work as a freelancer,None of the above,None of the above
5110,77af9830-db08-0133-c7ca-0a81e8b09a82,18,Female,no,14_25,GB,urban,low,no,,I have heard just a little about it,I would not vote,None of the above,None of the above,None of the above
5111,add857d0-de55-0133-2595-0a81e8b09a82,53,Female,no,40_65,GB,city,low,no,,I know something about it,I would not vote,None of the above,None of the above,Foreigners might come to my country and take advantage of the benefit
5112,eadef700-dcd8-0133-56cc-0a81e8b09a82,28,Female,no,26_39,GB,urban,medium,no,,I understand it fully,I would probably vote against it, gain additional skills,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state
5113,d71e67c0-d99c-0133-b27d-0a81e8b09a82,40,Female,yes,40_65,GB,countryside,high,yes,a4d5b8b38f9513825d0d94a981ebe962,I know something about it,I would probably vote for it, work less,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It is against the principle of linking merit and reward | It is impossible to finance
5114,814992f0-dbb9-0133-576c-0a81e8b09a82,35,Male,no,26_39,GB,urban,high,yes,c1b670eba9ccb65e7c99f7da116d5b9c,I understand it fully,I would probably vote against it, work less,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit
5115,63fd4b40-d96e-0133-05c8-0a81e8b09a82,47,Male,no,40_65,GB,urban,high,no,,I know something about it,I would vote for it, work as a freelancer,It creates more equality of opportunity | It encourages financial independence and self-responsibility | It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs,It is impossible to finance | It increases dependence on the state
5116,8ad46020-dbcd-0133-efcc-0a81e8b09a82,44,Female,yes,40_65,GB,city,low,yes,a33662485eb4ad97096183db945308f4,I have heard just a little about it,I would not vote,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit
5117,6e0ead10-dc7d-0133-d0b2-0a81e8b09a82,28,Female,yes,26_39,GB,countryside,medium,yes,b36bc5f02fd641a126df999bcefa2777,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
5118,612a3ab0-dd05-0133-4e7a-0a81e8b09a82,59,Female,yes,40_65,GB,urban,high,yes,a12a16280e22220f9354333f6fe1b22a,I know something about it,I would vote for it,A basic income would not affect my work choices,It creates more equality of opportunity,It might encourage people to stop working
5119,6b04b490-dce0-0133-c5b9-0a81e8b09a82,28,Male,yes,26_39,GB,urban,no education,yes,b24ece3300d2f8ab34f9553e531183d6,I understand it fully,I would probably vote against it, work as a freelancer,It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit
5120,eb2d8e70-da53-0133-8acb-0a81e8b09a82,20,Female,no,14_25,GB,city,medium,no,,I know something about it,I would probably vote for it, do more volunteering work,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity | It encourages financial independence and self-responsibility",None of the above
5121,05c53d80-dc52-0133-119a-0a81e8b09a82,30,Female,no,26_39,GB,rural,high,no,,I have heard just a little about it,I would not vote,None of the above,"It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone | It creates more equality of opportunity",It increases dependence on the state | It might encourage people to stop working | Only the people who need it most should get something from the state
5122,a4810e70-d8d1-0133-5a47-0a81e8b09a82,26,Female,no,26_39,GB,city,high,yes,dfea9e8bc3c565ff9e64d4288b1c423d,I know something about it,I would probably vote against it,A basic income would not affect my work choices,None of the above,Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working | It increases dependence on the state
5123,26c22170-dce3-0133-d218-0a81e8b09a82,59,Male,yes,40_65,GB,city,high,yes,894ca61c22718617c7e2404f582153da,I know something about it,I would probably vote for it, do more volunteering work,"It increases appreciation for household work and volunteering | It reduces bureaucracy and administrative expenses | It creates more equality of opportunity | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It increases dependence on the state | It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working
5124,13767fd0-db69-0133-3f75-0a81e8b09a82,34,Male,no,26_39,GB,country,medium,yes,76385cb24e831b3364279b9de5641d8f,I understand it fully,I would vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working | It increases dependence on the state
5125,9df8e820-d9f5-0133-001b-0a81e8b09a82,15,Male,no,14_25,GB,urban,no education,no,,I know something about it,I would not vote, work less,It reduces anxiety about financing basic needs | It creates more equality of opportunity,It might encourage people to stop working
5126,ab4e0700-dae2-0133-30f6-0a81e8b09a82,28,Female,yes,26_39,GB,country,high,yes,5db2c8d6539f983e1ca3d7c5b939e190,I know something about it,I would probably vote for it, look for a different job,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5127,203e1d40-da80-0133-3390-0a81e8b09a82,49,Female,yes,40_65,GB,rural,medium,yes,bdf4dcd92089bc17345de83f4d06090f,I know something about it,I would vote for it, work as a freelancer,It creates more equality of opportunity | It reduces anxiety about financing basic needs,It is impossible to finance | Foreigners might come to my country and take advantage of the benefit
5128,7e7a66f0-dee8-0133-0544-0a81e8b09a82,41,Female,yes,40_65,GB,non-rural,low,yes,569da68cdcac43a3b4a0126ea9170570,I have heard just a little about it,I would probably vote for it, spend more time with my family,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
5129,2a5caeb0-dbcc-0133-9f6e-0a81e8b09a82,15,Male,no,14_25,GB,urban,low,no,,I have never heard of it,I would vote for it, spend more time with my family,"It creates more equality of opportunity | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | Only the people who need it most should get something from the state | It might encourage people to stop working
5130,b1df81c0-dc17-0133-c8fb-0a81e8b09a82,43,Female,no,40_65,GB,countryside,medium,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Only the people who need it most should get something from the state
5131,9e24ecd0-de39-0133-56ff-0a81e8b09a82,43,Female,yes,40_65,GB,country,medium,no,,I have heard just a little about it,I would vote for it,None of the above,It encourages financial independence and self-responsibility,None of the above
5132,2a60fe70-d981-0133-f532-0a81e8b09a82,60,Male,yes,40_65,GB,rural,high,yes,77d124811ae6887bd4ff42b0e2b49116,I know something about it,I would probably vote for it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs,Foreigners might come to my country and take advantage of the benefit
5133,4934d640-dd4a-0133-4024-0a81e8b09a82,48,Male,yes,40_65,GB,country,low,no,,I know something about it,I would vote for it, spend more time with my family,"It creates more equality of opportunity | It increases appreciation for household work and volunteering | It encourages financial independence and self-responsibility | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses | It increases solidarity, because it is funded by everyone",It is impossible to finance | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit
5134,8b5015c0-dc0d-0133-a7fe-0a81e8b09a82,30,Female,yes,26_39,GB,city,high,yes,cf2d4db3c258faa2499bdeeeed6721a5,I understand it fully,I would probably vote for it,A basic income would not affect my work choices,None of the above,It is impossible to finance
5135,52555670-dc36-0133-7138-0a81e8b09a82,40,Male,yes,40_65,GB,city,high,yes,00bff17fca67555d8d86e8ead86dcd70,I understand it fully,I would vote for it, spend more time with my family,It encourages financial independence and self-responsibility | It reduces bureaucracy and administrative expenses,Foreigners might come to my country and take advantage of the benefit | It is impossible to finance
5136,42280ae0-db1a-0133-420b-0a81e8b09a82,36,Female,yes,26_39,GB,rural,no education,yes,a12a16280e22220f9354333f6fe1b22a,I have heard just a little about it,I would probably vote for it, spend more time with my family,It creates more equality of opportunity,Foreigners might come to my country and take advantage of the benefit
5137,03751440-dced-0133-c4a6-0a81e8b09a82,34,Male,no,26_39,GB,city,medium,no,,I have never heard of it,I would vote for it, gain additional skills,It increases appreciation for household work and volunteering | It reduces anxiety about financing basic needs | It reduces bureaucracy and administrative expenses,It might encourage people to stop working
5138,71d17e60-dcae-0133-450a-0a81e8b09a82,58,Male,yes,40_65,GB,countryside,low,no,,I know something about it,I would probably vote for it,A basic income would not affect my work choices,"It increases solidarity, because it is funded by everyone",Foreigners might come to my country and take advantage of the benefit
5139,e53f4d70-dd16-0133-8e0f-0a81e8b09a82,28,Male,yes,26_39,GB,countryside,no education,no,,I have heard just a little about it,I would vote against it, stop working,"It increases appreciation for household work and volunteering | It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",Only the people who need it most should get something from the state | It might encourage people to stop working | Foreigners might come to my country and take advantage of the benefit | It is against the principle of linking merit and reward
5140,d1b43f10-dc0c-0133-a536-0a81e8b09a82,25,Male,no,14_25,GB,city,medium,no,,I know something about it,I would vote against it,A basic income would not affect my work choices,It reduces anxiety about financing basic needs | It increases appreciation for household work and volunteering,Foreigners might come to my country and take advantage of the benefit | It might encourage people to stop working | Only the people who need it most should get something from the state | It is impossible to finance | It is against the principle of linking merit and reward | It increases dependence on the state
5141,a4fb1700-d968-0133-7623-0a81e8b09a82,43,Male,yes,40_65,GB,urban,no education,no,,I have never heard of it,I would not vote,None of the above,None of the above,None of the above
5142,6462ce20-d8ff-0133-c1b0-0a81e8b09a82,45,Male,no,40_65,GB,urban,medium,no,,I have heard just a little about it,I would probably vote for it, spend more time with my family,"It creates more equality of opportunity | It increases solidarity, because it is funded by everyone",It is impossible to finance | Foreigners might come to my country and take advantage of the benefit | It increases dependence on the state
5143,c1d84a70-dac8-0133-6f67-0a81e8b09a82,42,Male,yes,40_65,GB,non-rural,no education,yes,2173ff3afd8d28192f7cf119af201940,I have never heard of it,I would vote against it,None of the above,None of the above,None of the above
5144,09eba5e0-d963-0133-418f-0a81e8b09a82,46,Male,yes,40_65,GB,rural,medium,yes,36ac256201657eeaa67ee95aaae3cd54,I have never heard of it,I would probably vote for it, spend more time with my family,"It increases solidarity, because it is funded by everyone",It is impossible to finance
5145,a52a71f0-da81-0133-9e3a-0a81e8b09a82,41,Female,yes,40_65,GB,urban,medium,yes,f1fb62e4c97f4f5cd5001877cb94379e,I have never heard of it,I would probably vote for it,A basic income would not affect my work choices,It encourages financial independence and self-responsibility,Foreigners might come to my country and take advantage of the benefit
